OBJECTID,ZIP,OBJECTID_1,DEPCODE,COUNTYNAME,FieldMatch,POName,Places,OBJECTID_12,ZIPX,c_places,Cases_1,LabelY,SHAPE_Length,SHAPE_Area
698,33559,1128,29,Hillsborough,Hillsborough-33559,Lutz,"Tampa, Land O' Lakes, Lutz, University, Wesley Chapel",431,Hillsborough-33559,Lutz,446,446,0.265547594134885,0.00182529351883732
699,33559,1129,51,Pasco,Pasco-33559,Lutz,"Land O' Lakes, Lutz, Wesley Chapel",837,Pasco-33559,Lutz,20,20,0.199342641350378,0.00122119550125904
700,33563,1130,29,Hillsborough,Hillsborough-33563,Plant City,Plant City,432,Hillsborough-33563,"Orlando, Plant City",1406,1406,0.363742129057406,0.00316056476885496
701,33565,1131,29,Hillsborough,Hillsborough-33565,Plant City,"Plant City, Crystal Springs, Thonotosassa",433,Hillsborough-33565,Plant City,562,562,1.02827422106562,0.0193036942590671
702,33566,1134,29,Hillsborough,Hillsborough-33566,Plant City,"Lakeland, Plant City, Dover",434,Hillsborough-33566,Plant City,1042,1042,0.634223331567749,0.0064495031028795
703,33567,1135,29,Hillsborough,Hillsborough-33567,Plant City,"Plant City, Fish Hawk",435,Hillsborough-33567,Plant City,526,526,0.54946433985419,0.0109559137784203
704,33569,1136,29,Hillsborough,Hillsborough-33569,Riverview,"Bloomingdale, Fish Hawk, Riverview",436,Hillsborough-33569,"Orlando, Riverview",802,802,0.335106513507964,0.00340785307140018
705,33570,1137,29,Hillsborough,Hillsborough-33570,Ruskin,"Apollo Beach, Ruskin, Sun City Center",437,Hillsborough-33570,"Apollo Beach, Maitland, Ruskin",1455,1455,1.85977780941447,0.0117673500357738
706,33572,1140,29,Hillsborough,Hillsborough-33572,Apollo Beach,"Apollo Beach, Gibsonton, Riverview, Ruskin",438,Hillsborough-33572,"Apollo Beach, Apopka, Orlando, Ruskin",671,671,0.792296727449855,0.0027688024317146
707,33573,1141,29,Hillsborough,Hillsborough-33573,Sun City Center,"Apollo Beach, Riverview, Ruskin, Sun City Center",439,Hillsborough-33573,"Ruskin, Saint Petersburg, Sun City Center, Winter Garden",822,822,0.339824505428507,0.00438005430836997
708,33576,1142,51,Pasco,Pasco-33576,San Antonio,"St. Leo, San Antonio, Pasadena Hills",838,Pasco-33576,"Innovation, San Antonio",146,146,0.53663920039317,0.00483804775756995
709,33578,1143,29,Hillsborough,Hillsborough-33578,Riverview,"Apollo Beach, Bloomingdale, Brandon, Gibsonton, Palm River-Clair Mel, Progress Village, Riverview",440,Hillsborough-33578,"Orlando, Riverview",2063,2063,0.583493881177003,0.00472903570808
710,33579,1144,29,Hillsborough,Hillsborough-33579,Riverview,"Apollo Beach, Balm, Fish Hawk, Riverview",441,Hillsborough-33579,"Maitland, Orlando, Riverview",1312,1312,0.333059662637774,0.00512249422451009
711,33584,1145,29,Hillsborough,Hillsborough-33584,Seffner,"Brandon, East Lake-Orient Park, Mango, Seffner, Thonotosassa",442,Hillsborough-33584,"Orlando, Seffner",936,936,0.483622132240066,0.00495358418047868
712,33585,1147,60,Sumter,Sumter-33585,Sumterville,"Bushnell, Wildwood, Coleman, The Villages",1044,Sumter-33585,Sumterville,72,72,0.696069051602543,0.0108053882812943
713,33592,1148,29,Hillsborough,Hillsborough-33592,Thonotosassa,"Tampa, Thonotosassa, Wesley Chapel",443,Hillsborough-33592,"Apopka, Plant City, Thonotosassa",342,342,0.723210085692171,0.0120874493314157
714,33594,1149,29,Hillsborough,Hillsborough-33594,Valrico,"Brandon, Valrico",444,Hillsborough-33594,"Orlando, Valrico",1096,1096,0.235142795074583,0.00228243040342043
715,33596,1150,29,Hillsborough,Hillsborough-33596,Valrico,"Bloomingdale, Brandon, Fish Hawk, Riverview, Valrico",445,Hillsborough-33596,"Maitland, Orlando, University Of Central Fl, Valrico",762,762,0.318575273831335,0.00344462007614011
716,33597,1151,27,Hernando,Hernando-33597,Webster,"Lacoochee, Ridge Manor",400,Hernando-33597,Webster,9,9,0.639148309671134,0.00894874952695065
717,33597,1153,51,Pasco,Pasco-33597,Webster,Lacoochee,839,Pasco-33597,Webster,<5,-2,0.511185979768616,0.00305876805418207
718,33597,1155,60,Sumter,Sumter-33597,Webster,"Center Hill, Bushnell, Webster",1045,Sumter-33597,Webster,151,151,1.28736549577054,0.0397166539904258
719,33598,1156,29,Hillsborough,Hillsborough-33598,Wimauma,"Apollo Beach, Balm, Riverview, Ruskin, Sun City Center, Wimauma",446,Hillsborough-33598,"Orlando, Wimauma",1287,1287,0.90733085099524,0.0205936303534859
720,33598,1157,41,Manatee,Manatee-33598,Wimauma,Wimauma,608,Manatee-33598,Wimauma,<5,-2,0.53245942739736,0.00370125007757845
721,33602,1158,29,Hillsborough,Hillsborough-33602,Tampa,Tampa,447,Hillsborough-33602,"Orlando, Tampa, Winter Garden",1127,1127,0.177113313377062,0.000704130445989782
722,33603,1159,29,Hillsborough,Hillsborough-33603,Tampa,"Tampa, Egypt Lake-Leto",448,Hillsborough-33603,"Orlando, Tampa, Winter Park",869,869,0.156141436515079,0.000995957544665443
723,33604,1160,29,Hillsborough,Hillsborough-33604,Tampa,"Tampa, Egypt Lake-Leto",449,Hillsborough-33604,"Orlando, Tampa",1503,1503,0.247817477275776,0.00182547359021475
724,33605,1161,29,Hillsborough,Hillsborough-33605,Tampa,Tampa,450,Hillsborough-33605,"Orlando, Tampa, Ybor City",944,944,0.280738457871453,0.00241900657653464
725,33606,1162,29,Hillsborough,Hillsborough-33606,Tampa,Tampa,451,Hillsborough-33606,"Orlando, Tampa, University Of Tampa, Windermere",1574,1574,0.261132429174926,0.000806936365869834
726,33607,1163,29,Hillsborough,Hillsborough-33607,Tampa,Tampa,452,Hillsborough-33607,"Orlando, Rocky Point, Tampa",1935,1935,0.564053118291303,0.00236432960138038
727,33609,1164,29,Hillsborough,Hillsborough-33609,Tampa,Tampa,453,Hillsborough-33609,Tampa,965,965,0.255147678593839,0.00100340969023504
728,33610,1165,29,Hillsborough,Hillsborough-33610,Tampa,"Tampa, East Lake-Orient Park, Mango, Thonotosassa",454,Hillsborough-33610,"Eatonville, Tampa",2136,2136,0.426491943932158,0.00452544556281527
729,33611,1166,29,Hillsborough,Hillsborough-33611,Tampa,Tampa,455,Hillsborough-33611,"Orlando, Tampa, University Of Central Fl, University Of Central Florida, Winter Park",1350,1350,0.299310457356386,0.00157386080966969
730,33612,1167,29,Hillsborough,Hillsborough-33612,Tampa,"Tampa, Carrollwood, Lake Magdalene, University",456,Hillsborough-33612,"Maitland, Orlando, Tampa",2214,2214,0.262741351475969,0.00244690652147523
731,33613,1168,29,Hillsborough,Hillsborough-33613,Tampa,"Tampa, Lake Magdalene, Lutz, University",457,Hillsborough-33613,"Orlando, Tampa",2063,2063,0.372622244033679,0.00181776960844508
732,33614,1169,29,Hillsborough,Hillsborough-33614,Tampa,"Tampa, Carrollwood, Egypt Lake-Leto, Town 'n' Country",458,Hillsborough-33614,"Orlando, Tampa",3303,3303,0.22508213785989,0.00241104209808986
733,33615,1170,29,Hillsborough,Hillsborough-33615,Tampa,"Tampa, Citrus Park, Town 'n' Country",459,Hillsborough-33615,"Orlando, Rocky Point, Tampa, Town N Country, University Of Central Fl",2501,2501,0.4015972848197,0.00244553225250488
734,33616,1171,29,Hillsborough,Hillsborough-33616,Tampa,Tampa,460,Hillsborough-33616,Tampa,689,689,0.312049598485832,0.000936121508804995
735,33617,1172,29,Hillsborough,Hillsborough-33617,Tampa,"Tampa, Temple Terrace, East Lake-Orient Park",461,Hillsborough-33617,"Orlando, Tampa, Temple Terrace",1616,1616,0.288051024813452,0.00245455263789496
736,33618,1173,29,Hillsborough,Hillsborough-33618,Tampa,"Tampa, Carrollwood, Egypt Lake-Leto, Lake Magdalene, Lutz, Northdale",462,Hillsborough-33618,"Carrollwood, Orlando, Tampa",970,970,0.332295392086342,0.00225378526937484
737,33619,1174,29,Hillsborough,Hillsborough-33619,Tampa,"Tampa, Brandon, East Lake-Orient Park, Palm River-Clair Mel, Progress Village",463,Hillsborough-33619,"Clair-mel City, Orlando, Tampa",2074,2074,0.625626959667665,0.00784301135835525
738,33620,1175,29,Hillsborough,Hillsborough-33620,Tampa,Tampa,464,Hillsborough-33620,"Orlando, Tampa, University Of South Florida",243,243,0.0861733579104337,0.000225440489195014
739,33621,1176,29,Hillsborough,Hillsborough-33621,Tampa,Tampa,465,Hillsborough-33621,Tampa,52,52,0.220425883852109,0.00208985935945996
740,33624,1177,29,Hillsborough,Hillsborough-33624,Tampa,"Carrollwood, Citrus Park, Egypt Lake-Leto, Northdale",466,Hillsborough-33624,"Northdale, Orlando, Tampa, University Of Central Fl",1442,1442,0.295710037964096,0.00230129777487995
741,33625,1178,29,Hillsborough,Hillsborough-33625,Tampa,"Carrollwood, Citrus Park, Keystone, Northdale, Town 'n' Country, Westchase",467,Hillsborough-33625,"Carrollwood, Gibsonton, Orlando, Tampa, University Of Central Fl",1149,1149,0.221751949805121,0.00224201134435503
742,33626,1179,29,Hillsborough,Hillsborough-33626,Tampa,"Oldsmar, Citrus Park, East Lake, Keystone, Town 'n' Country, Westchase",468,Hillsborough-33626,"Northdale, Orlando, Tampa, University Of Central Fl, Westchase",957,957,0.259778359470931,0.00312580883416961
743,33629,1181,29,Hillsborough,Hillsborough-33629,Tampa,Tampa,469,Hillsborough-33629,"Palma Ceia, Tampa, University Of Central Fl",1074,1074,0.305987319620428,0.00112392032941014
744,33634,1182,29,Hillsborough,Hillsborough-33634,Tampa,"Tampa, Carrollwood, Citrus Park, Egypt Lake-Leto, Town 'n' Country",470,Hillsborough-33634,"Orlando, Rocky Point, Tampa",1152,1152,0.309062808343324,0.00206050667977985
745,33635,1183,29,Hillsborough,Hillsborough-33635,Tampa,"Oldsmar, Citrus Park, Town 'n' Country, Westchase",471,Hillsborough-33635,Tampa,670,670,0.442570794934517,0.00161943855751555
746,33637,1184,29,Hillsborough,Hillsborough-33637,Tampa,"Tampa, Temple Terrace, East Lake-Orient Park, Thonotosassa",472,Hillsborough-33637,"Orlando, Tampa, Temple Terrace",611,611,0.260351334026328,0.00182969756188489
747,33647,1185,29,Hillsborough,Hillsborough-33647,Tampa,"Tampa, Lutz, Pebble Creek, University, Wesley Chapel",473,Hillsborough-33647,"Maitland, Orlando, Tampa, Tampa Palms, Thonotosassa, University Of Central Fl",1856,1856,0.532422602677127,0.00955228434592396
748,33701,1187,52,Pinellas,Pinellas-33701,Saint Petersburg,St. Petersburg,854,Pinellas-33701,Saint Petersburg,1157,1157,0.206210836180338,0.000623425599134905
749,33702,1188,52,Pinellas,Pinellas-33702,Saint Petersburg,"Pinellas Park, St. Petersburg, Lealman",855,Pinellas-33702,"Lealman, Orlando, Saint Petersburg",1151,1151,0.853885188232228,0.00247951972781951
750,33703,1189,52,Pinellas,Pinellas-33703,Saint Petersburg,"St. Petersburg, Lealman",856,Pinellas-33703,"Orlando, Saint Petersburg",797,797,0.524192336131291,0.00122342594530541
751,33704,1190,52,Pinellas,Pinellas-33704,Saint Petersburg,St. Petersburg,857,Pinellas-33704,"Saint Petersburg, University Of Central Florida",493,493,0.300408722169549,0.000823336767849957
752,33705,1191,52,Pinellas,Pinellas-33705,Saint Petersburg,St. Petersburg,858,Pinellas-33705,Saint Petersburg,1502,1502,0.422992099903759,0.00153688994332496
753,33706,1192,52,Pinellas,Pinellas-33706,Saint Petersburg,"Madeira Beach, St. Pete Beach, South Pasadena, Treasure Island, St. Petersburg",859,Pinellas-33706,"Pass-a-grille Beach, Saint Pete Beach, Saint Petersburg, Treasure Island",509,509,0.881769496862438,0.000895113997820974
754,33707,1193,52,Pinellas,Pinellas-33707,Saint Petersburg,"Gulfport, St. Pete Beach, South Pasadena, Treasure Island, St. Petersburg, Bear Creek",860,Pinellas-33707,"Gulfport, Orlando, Pasadena, Saint Pete Beach, Saint Petersburg, South Pasadena",978,978,0.484527392623029,0.00128605394586986
755,33708,1194,52,Pinellas,Pinellas-33708,Saint Petersburg,"Indian Shores, Madeira Beach, North Redington Beach, Redington Shores, Redington Beach, Seminole, Bay Pines",861,Pinellas-33708,"Johns Pass Village, Madeira Beach, North Redington Beach, Redington Beach, Redington Shores, Saint Petersburg",465,465,0.730110784161606,0.000997496714804455
756,33709,1195,52,Pinellas,Pinellas-33709,Saint Petersburg,"Kenneth City, Pinellas Park, St. Petersburg, Seminole, Lealman, West Lealman",862,Pinellas-33709,"Kenneth City, Orlando, Saint Petersburg",1054,1054,0.221346282045327,0.00127416416870994
757,33710,1196,52,Pinellas,Pinellas-33710,Saint Petersburg,"St. Petersburg, West Lealman",863,Pinellas-33710,"Largo, Orlando, Saint Petersburg",1216,1216,0.188594850404531,0.00188537309717011
758,33711,1198,52,Pinellas,Pinellas-33711,Saint Petersburg,"Gulfport, St. Petersburg",864,Pinellas-33711,"Gulfport, Saint Petersburg",911,911,0.48436784238692,0.00120331355894375
759,33712,1199,52,Pinellas,Pinellas-33712,Saint Petersburg,St. Petersburg,865,Pinellas-33712,Saint Petersburg,1313,1313,0.228751491508775,0.00155044442186482
760,33713,1200,52,Pinellas,Pinellas-33713,Saint Petersburg,"St. Petersburg, Lealman",866,Pinellas-33713,"Orlando, Saint Petersburg",1188,1188,0.165886709465958,0.0015949553273247
761,33714,1201,52,Pinellas,Pinellas-33714,Saint Petersburg,"Pinellas Park, St. Petersburg, Lealman",867,Pinellas-33714,"Lealman, Saint Petersburg",633,633,0.136140140309825,0.000967834105424858
762,33715,1203,52,Pinellas,Pinellas-33715,Saint Petersburg,"St. Pete Beach, St. Petersburg, Tierra Verde",868,Pinellas-33715,"Saint Petersburg, Tierra Verde",213,213,0.917349631705068,0.00103592824810416
763,33716,1204,52,Pinellas,Pinellas-33716,Saint Petersburg,"Pinellas Park, St. Petersburg",869,Pinellas-33716,"Orlando, Saint Petersburg",849,849,0.33208465451535,0.00188900070135541
764,33755,1205,52,Pinellas,Pinellas-33755,Clearwater,"Clearwater, Dunedin",870,Pinellas-33755,"Clearwater, Orlando",1104,1104,0.166528448193825,0.00123319758729506
765,33756,1206,52,Pinellas,Pinellas-33756,Clearwater,"Belleair, Belleair Bluffs, Clearwater, Largo",871,Pinellas-33756,"Belleair, Clearwater, Orlando",1712,1712,0.269222883880333,0.00178178552545997
766,33759,1208,52,Pinellas,Pinellas-33759,Clearwater,"Clearwater, Safety Harbor",872,Pinellas-33759,"Clearwater, Orlando",706,706,0.347325002440556,0.0014120656255547
767,33760,1209,52,Pinellas,Pinellas-33760,Clearwater,"Clearwater, Pinellas Park, Largo, Feather Sound, South Highpoint",873,Pinellas-33760,"Clearwater, Orlando",605,605,0.193040539560681,0.0013549167534199
768,33761,1210,52,Pinellas,Pinellas-33761,Clearwater,"Clearwater, Safety Harbor, Dunedin, Palm Harbor",874,Pinellas-33761,Clearwater,476,476,0.135954471491571,0.00111006946349498
769,33762,1211,52,Pinellas,Pinellas-33762,Clearwater,"Pinellas Park, Largo, St. Petersburg, Feather Sound",875,Pinellas-33762,"Clearwater, Orlando",275,275,0.383895646429149,0.00173851668686979
770,33763,1212,52,Pinellas,Pinellas-33763,Clearwater,"Clearwater, Dunedin, Greenbriar",876,Pinellas-33763,Clearwater,473,473,0.168268043585827,0.000849745025210003
771,33764,1213,52,Pinellas,Pinellas-33764,Clearwater,"Clearwater, Largo, South Highpoint",877,Pinellas-33764,"Clearwater, Orlando",866,866,0.350824805366771,0.00169081298224069
772,33765,1214,52,Pinellas,Pinellas-33765,Clearwater,Clearwater,878,Pinellas-33765,"Clearwater, Orlando",662,662,0.138171176709761,0.000980829394554571
773,33767,1215,52,Pinellas,Pinellas-33767,Clearwater Beach,"Clearwater, Dunedin",879,Pinellas-33767,"Clearwater, Clearwater Beach",295,295,0.50516441045674,0.000492120986010363
774,33770,1216,52,Pinellas,Pinellas-33770,Largo,"Belleair, Belleair Bluffs, Largo, Harbor Bluffs, Ridgecrest",880,Pinellas-33770,"Belleair Bluffs, Largo",774,774,0.270170392301426,0.0011975475577846
775,33771,1217,52,Pinellas,Pinellas-33771,Largo,"Pinellas Park, Largo",881,Pinellas-33771,Largo,1014,1014,0.226804407230251,0.00137713884467469
776,33772,1218,52,Pinellas,Pinellas-33772,Seminole,"Seminole, Bay Pines",882,Pinellas-33772,"Orlando, Seminole, University Of Central Florida",768,768,0.207969236698778,0.00133634917358509
777,33773,1219,52,Pinellas,Pinellas-33773,Largo,"Pinellas Park, Largo, Bardmoor",883,Pinellas-33773,"Largo, Orlando, University Of Central Fl",749,749,0.203289849056364,0.00154925384409519
778,33774,1220,52,Pinellas,Pinellas-33774,Largo,"Indian Rocks Beach, Indian Shores, Largo, Seminole, Harbor Bluffs, Ridgecrest",884,Pinellas-33774,"Largo, Orlando",596,596,0.189767834086787,0.00120430738511521
779,33776,1221,52,Pinellas,Pinellas-33776,Seminole,"Indian Shores, Redington Shores, Seminole",885,Pinellas-33776,"Largo, Seminole",432,432,0.181839101540879,0.00089061904800981
780,33777,1222,52,Pinellas,Pinellas-33777,Seminole,"Pinellas Park, Seminole, Bardmoor",886,Pinellas-33777,"Largo, Seminole",694,694,0.212584350697659,0.0013895124454301
781,33778,1223,52,Pinellas,Pinellas-33778,Largo,"Largo, Seminole, Ridgecrest",887,Pinellas-33778,"Largo, Seminole",488,488,0.164136880846787,0.000822745775489998
782,33781,1224,52,Pinellas,Pinellas-33781,Pinellas Park,"Pinellas Park, Bardmoor, Lealman, West Lealman",888,Pinellas-33781,Pinellas Park,944,944,0.231944781622102,0.00154055198944494
783,33782,1225,52,Pinellas,Pinellas-33782,Pinellas Park,"Pinellas Park, St. Petersburg, Bardmoor",889,Pinellas-33782,"Orlando, Pinellas Park",761,761,0.232136773381018,0.00139590805426998
784,33785,1226,52,Pinellas,Pinellas-33785,Indian Rocks Beach,"Belleair Beach, Belleair Shore, Indian Rocks Beach, Indian Shores, Largo",890,Pinellas-33785,"Indian Rock Beach, Indian Rocks Beach, Indian Shores",149,149,0.306355337413726,0.000327836972490025
785,33786,1227,52,Pinellas,Pinellas-33786,Belleair Beach,"Belleair Beach, Belleair Shore, Clearwater, Indian Rocks Beach",891,Pinellas-33786,Belleair Beach,57,57,0.151415724061246,0.000127410076999966
786,33801,1228,53,Polk,Polk-33801,Lakeland,"Lakeland, Combee Settlement, Crystal Lake, Fussels Corner",902,Polk-33801,"Lakeland, Maitland, Orlando, Thorofare, Winter Park",1220,1220,0.365500152430006,0.00454300236036518
787,33803,1229,53,Polk,Polk-33803,Lakeland,"Lakeland, Highland City",903,Polk-33803,Lakeland,905,905,0.429764214476027,0.00355209435942985
788,33805,1230,53,Polk,Polk-33805,Lakeland,"Lakeland, Combee Settlement",904,Polk-33805,"Gibsonia, Lakeland, Orlando, Syracuse, Winter Park",1457,1457,0.428010000609228,0.00514155334334046
789,33809,1232,53,Polk,Polk-33809,Lakeland,"Lakeland, Polk City",905,Polk-33809,Lakeland,1208,1208,0.871790146850052,0.0218492943948186
790,33810,1234,29,Hillsborough,Hillsborough-33810,Lakeland,"Lakeland, Kathleen",474,Hillsborough-33810,Lakeland,<5,-2,0.355467504754476,0.00277538499596935
791,33810,1235,53,Polk,Polk-33810,Lakeland,"Lakeland, Kathleen",906,Polk-33810,"Lakeland, Orlando",1832,1832,0.500427298552326,0.0108522898977752
792,33811,1237,53,Polk,Polk-33811,Lakeland,"Lakeland, Plant City, Fuller Heights, Medulla, Willow Oak",907,Polk-33811,"Lakeland, Orlando",882,882,0.322255465228091,0.00664598429384233
793,33812,1238,53,Polk,Polk-33812,Lakeland,"Lakeland, Highland City, Lakeland Highlands",908,Polk-33812,"Lakeland, Maitland, Orlando",507,507,0.280830459086593,0.00288669855642513
794,33813,1239,53,Polk,Polk-33813,Lakeland,"Lakeland, Bartow, Mulberry, Highland City, Lakeland Highlands, Medulla",909,Polk-33813,"Lakeland, Orlando",1332,1332,0.544788416482291,0.00688568929748546
795,33815,1241,53,Polk,Polk-33815,Lakeland,"Lakeland, Plant City",910,Polk-33815,"Lakeland, Windermere",681,681,0.284357028643189,0.0018673091968401
796,33823,1242,53,Polk,Polk-33823,Auburndale,"Lakeland, Lake Alfred, Winter Haven, Auburndale, Fussels Corner, Inwood, Jan Phyl Village",911,Polk-33823,"Auburndale, Maitland, Orlando",1294,1294,0.605990939622692,0.0124370498816237
797,33825,1243,25,Hardee,Hardee-33825,Avon Park,Avon Park,390,Hardee-33825,,0,0,0.251073554737395,0.0019804867338584
798,33825,1244,28,Highlands,Highlands-33825,Avon Park,Avon Park,411,Highlands-33825,"Avon Park, Orlando",1058,1058,1.19132194623686,0.0423127230109523
799,33825,1246,53,Polk,Polk-33825,Avon Park,Frostproof,912,Polk-33825,Avon Park,70,70,0.500842113252539,0.00141272120650306
